text	label
不过他收起来也会比较便宜。	1
但是大咖真的不建议大家买大众的车型。	0
现在的大众减配比较严重。	0
在德国国内大家开的基本也都是他们自己研发的。	1
说明不好看，你非常难过。	0
索尼可以给你足够空间，让你把这张照片你想要的。	1
不是那么完美。	0
说明了它的机身，我觉得是很符合我的用户习惯。	1
非常符合我的用户体验，这个就是为什么我会选择。	1
我说我不太喜欢用这个。	0
所以我不太喜欢。	0
那我不太习惯。	0
我不太喜欢。	0
很遗憾，我不是那么喜欢用。	0
说烂的话题都是他自身品牌的。	0
真的超级舒服，用得超级舒服。	1
就是这个相机，他也是抱着非常有名的一款单反。	1
单反入门，我觉得是比较适合的。	1
目前还是先去买，没有小叶退的意思，所以我觉得还是值得投资一个很好的相机。	1
我很喜欢他。	1
留守的画质表现以及那种情怀。	1
让我们蠢蠢欲动。	0
不需要我再跟你们说好看就够了，我说你觉得富士的相机，或者说我手上的这台富士x的外观不好看的话，那我强烈建议你去升级一下自己的审美，这个相机。	1
纹理设计了也非常的有质感，啊。	1
都说拿出来，不会下，感觉真的是很舒服。	1
这个处理不是特别的好，使用不是特别长的时间。	0
大部分爱好摄影的朋友们都疏散到高潮的，特让你非常享受摄影。	1
给你的那种愉悦感，你看这些。	1
非常舒服。	1
用优秀两个字来形容，我觉得还可以啊。	1
那就是他的照片模拟，我说你让我来说出来次是相机的核心竞争力有哪些的话，其中的一个。	1
稍微矮一点点。	1
富士的老的这些定焦镜头上尤为明显。	1
我不是选六全画幅，但只听见隔壁，这也足以让他也知道。	0
目前是一个非常好的选择。	1
就让人看着特别的舒服，当然这本书的内容更多地是基于欧美的美术馆现状，或者说必须发展现状的结尾呢，他也会给你一些艺术延伸的好东西，或者说给你一些。	1
就是给你推荐一些值得去的美术馆，当然推荐的这些美术馆都是欧美的图案，是让他给到你一些美术馆的参观，建议呢，也是适合大众的视角和方法，让他在第11条建议里面有说到。	1
二叔那其实也很轻松，并不像有些文学作品那么沉重，而且作者也说也可以根据目录，你对哪一个章节比较有意思的话，你可以去直接放到内衣，而去开始都不用逐条解读，这就是我今天推荐的书籍，这本书是真的值得去购买了，安静下来，这本书上也是，我前几天看完了一本他来牵羊的这本书呢，是因为我看了追风筝的人，作者要感兴趣，我也想看他的灿烂千阳，群山回唱就唱会上还没有看，就是这本书来说呢，我还是更偏向于喜欢追风筝的人的人，就是你从一开始看这个故事，他就会抓着你一直往下看。	1
还是会压抑，知道我看到玛利亚父亲写给他的那封信真的不夸张，我是哭到抽搐。	0
我知道当中一定有原因，一想到即使对你最亲近的人，也不能坦诚相待，这真是令人沮丧。	0
我十三四岁的时候，对人性对生活真的无法有这种理解和解读。	0
这部电影，那是唯一一部我喜欢的，拍成真人版的动漫电影，他分三步，但是其实我觉得第三部他更像是一部番外篇，我想电影的时候呢，我不想讲太多跟动漫有关，毕竟他是通过动漫改编的，但我又不能完全抛开动漫来说，但是呢，我想更多的从电影这个方面来讲这个。	1
而且他的每一个音乐真的都是超级超级好听。	1
颜色非常好看的口红。	1
都特别好的，好好。	1
不管你嘴上嘴上的状态什么样子，你图片这个保湿度都很好。	1
但是就记住不要让沙子的呀我太多，第一次就摸了两跤。	0
嗯我觉得图我觉得涂了橘色口红之后就显得气色特别好。	1
而且我同学比较喜欢搭配橘色的腮红，就很好看。	1
但是真的是好看的元素。	1
知道能看出来，我我真的很喜欢很喜欢这个时候。	1
我觉得这个颜色真的是一个非常非常非常美的颜色。	1
嗯，不知道，感觉好像没有一个口子对上交易，是不是？	0
我非常喜欢。	1
很开心的事情把它写下来。	1
只想睡死在床上。	0
嗯哈，今天的视频内容是想跟大家分享，我喜欢的五本书描述。	1
我非常非常的喜欢。	1
气质，而我非常喜欢这个女人，他都是那种的。	1
这种人就是关心关爱，需要自己超级家庭，然后来支撑这个家庭的顶梁柱，我觉得，非常好看，这个我就不剧透，过多兴趣的话可以去看一下。	1
我非常喜欢这本书，也不是说，啊，多。	1
反正我觉得如果这段时间我说的话，我可能会消失，你会变得非常的不好，但是我很感谢，看了这本书，真的，我觉得特别巧，我觉着就是老天在帮助我。	1
很喜欢这样的作家，也是他，还有一个是杨绛先生，觉得他们的作品都是来自自己心灵的声音，非常的真诚，然后又充满了智慧这本书。	1
就这样随缘就是你的，不是你的，你想太多也没有用，所以我很喜欢这本书，推荐一下，然后接着就是来自这个刘瑜的送你一颗子弹。	1
仍渴望被承认，也就是别人的目光，但是同时当别人的目光围拢过来的时候，他又感到窒息，感到不值。	0
有一些功能，我非常喜欢这本书，而且如果你没有。	1
这本书封面应该是我买的所有书里头后面最丑的。	0
嗯，非常有用的，对这方面真正有兴趣，我觉得很有意思。	1
也是非常好看。	1
喜欢这方面的研究。	1
翻译也太差了。	0
今天跟大家介绍六个，我个人比较喜欢读的这个书啊。	1
祝您周末快乐。	1
非常非常完美的一个。	1
也知道自己非常优秀。	1
每个读者应该都感到了对他的深深的惋惜。	0
然后再到白话的这个翻译里面去找，我当时不太懂得那些地方。	1
短小精悍，但是写的非常精妙。	1
你会觉得非常有情趣。	1
10号看我非常非常推荐大家去看一下那个电影，今天是5月1号，然后下午4点半我刚刚看完这个电影书也看过，但是看完这电影我还是哭了一下，泪点比较低，所以我看完那个电影还是是胃溃疡。	1
给我一个非常安心的感觉。	1
但是可以用很久很久。	1
那你整个刷牙的时候特别的舒服。	1
是用钱做的，都觉得这个观念非常非常的好，特别鼓励和支持大家去买这个牙刷，二逼的程度是因为它真的很好用，他真的就是巨软。	1
我的头发之后的那些毛的小碎发呀，小头发就会变得很顺滑的，头发就会有那种sign。	1
狗腿子，特别适合夏天，好多描述的就是非常喜欢他，我不知道该怎么描述这个东西。	1
徽派的设计，我不知道国内有没有卖到淘宝搜一下吧，然后。	1
比较夏天吧，他有个缺点，就是他的这个位置。	1
傻瓜，如果你感兴趣的话，就继续往下看吧，我现在是坐在窗户跟前的时候，新疆的太阳实在是太刺眼了，就有一点闭眼睛，然后皱眉头，那是习惯性了。	0
就是包头人又怎样？不要再跑题了，我们进入正题。	1
那是因为那样的经历，所以才能写。	1
实在是太好看了，我觉得我肯定还会再看。	1
别说十几岁了，我20多岁的时候也是非常愚蠢好吗？	0
我哭得最惨的就是一个失去母亲的小孩的这种身份。	0
我要哭了，神经病啊。	0
听说就是一个小男孩儿，调皮的小男孩儿问老子里面老是响。	0
不是很喜欢，分手不再见都没有说清楚。	0
倒是非常危险，如果是开车司机。	0
只是人们更讨厌失去。	0
学生，因为他们害怕失去。	0
洗脑，是有一点貌合神离。	0
但非常的有才华，他就是，非常擅长于。	1
你喜欢的话别，忘了给我当铺评论收藏，订阅我。	1
张庄寨，希望你喜欢今天视频。	1
家人没有决定好要买。	0
那他现在更新换代之后。	1
然后里面照片都拍得非常好看。	0
我觉得这台相机。	1
有点限制我的发挥了，不想更好的器材去拍更好的内容。	1
然后我觉得其实在续航方面来讲。	0
是一个非常好看的蜜桃。	1
表示很喜欢画一些，很。	1
反正很喜欢喜欢，千万不要错过千万。	1
因为它颜色太好看，太好看了，然后。	1
对他们的产品都很有好感。	1
最常使用的是佳能的和索尼的相机，所以让我们举例子的就以这两架相机为例。	1
对于这个对你来说你和家能做的事都还不错。	1
三个稳定器画面拍摄得那么完美。	1
几点防盗，并不像那个索尼做的那么好。	0
但其实营销的都不会很好。	0
对于拍摄布朗来说最为合适。	1
嗯，在调色方面呢，我觉得佳能相机的会更胜一筹。	1
价格画质。	1
这个是很方便，因为它小巧，真的太方便，如果要嫁到地上方便。	1
老许说警察这其实这个由首恶拿到手的时候觉得有点不爽。	0
这就更惨了，所以说这个。	0
因为拍摄是因为它实在太重了。	0
老家太中我觉得太突然，还是抱着非常的紧。	0
稍微有点小的调整的时候，我还要再继续掰。	1
然后再给他熬到了呀，我这人又有何用？	1
我说的底下都可以。	1
没事，聊你的，非常好。	1
这个设计还是很人性化的，宁静。	1
全金属有一个不好地方，也不像之前用的那些塑料的尼龙的，他会有一些任性。	0
这两个都浪费了。	0
就可以变成一个非常轻便的。	1
好大，如果你喜欢我的一天，记得帮我点个赞就行呗。	1
我的手机越来越贵。	0
满意的手机。	1
这么贵的价格。	0
今天很喜欢。	1
你这个是非常的漂亮。	1
第一个最让我不满的缺点。	0
可是它真的很美。	1
我根本用不习惯。	0
虽然不致命，但是有点烦这个缺点。	0
还是太贵。	0
就是售价太贵，是iPhone。	0
值得入手的激动。	1
不管出什么东西，我们都很开心。	1
可是是我看过的手机里面最漂亮的。	1
他也是一款很热门的相机。	1
观察便宜，一千多里外里能比在网上便宜了2000多呢。	1
他的优点那就是网上测评说的优点，大家说的都是对的，都是真的。	1
对焦速度快。	1
让我一个工作之外，不带相机出门的人呢也有了去拍花花草草的冲动。	1
拍照能力老在同级别很优秀。	1
当然这些草坪网上多的是，还有一个呢就是说你的产品很容易上手。	1
打到六分钟长到30分钟都过热过。	0
我发现过热跟外界的温度关系不大。	0
嗯使用的过程卡机或者死机太严重了。	0
这事儿我不是太能理解。	0
还有一个呢也许算是缺点的问题，反正对我的使用量增长的影响。	0
就是他太过于考虑小尺寸，很多位置能坐的太紧吧。	0
太靠边儿出了他们自己家的电台呢，之前用过的几个都不能用。	0
不是爱定投，是就是爱这个屏幕是。	0
不是正好需要这个焦段镜头，那就不建议一下再搭配这个镜头套机了。	0
建议哪买别的或者通过转接体验别的镜头会更实惠一些。	1
如果不注意啊，手贱就悲剧了。	0
改变了这些问题，所以能最直观的就看到他的屏幕大得很多，然后看上去先进很多。	1
如果从功能上来说，我觉得最大的最吸引我的地方是在于它增加了一个TCL功能，而且它这个功能兼容了所有的神牛闪光灯系统。	1
被TCL这个功能我觉得非常非常的可靠，非常非常实用。	1
总体来说，os让我觉得比旺季有了一个巨大的改进。	1
界面也更直观上操作起来更方便，然后增加的提现功能。	1
嗯很多的媒体评测机构哪都给出了一个比较低的评价。	0
那么我的购物理念就是只要他的优点大于他的缺点，而他的优点又正好是我需要的，那我就是买它就是值得的。	1
非常新的，大都知道六弟是所有的钱和单反里面最轻的一台。	1
这就造就了一个什么问题呢，就好像我们两个手。	0
而班长，你加上镜头了之后你就傻大黑粗了呀。	0
它的重量我确实是非常满意的。	1
好的，三个点啊，我们来说一下它的来历和触摸屏，这也是他非常大的一个优点。	1
就会让你的拍照就更加的便捷。	1
吸引我购买它的一个很大的原因，当然现在佳能的新一代的相机都有这个优点，都加入了这个触摸屏的进来。	1
你就能够得到非常好的一个画质。	1
他的缺点。	0
就是全机身满满的塑料感。	0
所有地方全是塑料，没有一个地方是金属的。	0
没有双卡槽。	0
快门速度也就只有1/4000秒。	0
这个就非常的难受。	0
你那个游戏机手柄的手感还要差。	0
你你用这个把潍坊再见的时候，你根本就不知道你的手到底是在触摸哪个地方？	0
他的水平还是差的。	0
但是我觉得没有想象到的，居然能差到这个地步。	0
出于什么考虑，才把它的视频功能阉割到如此地步？	0
甚至于他的宽容度还不如800地。	0
确实他的宽容度是不太好。	0
不用太过多余的担心。	1
满足你日常的所有拍摄。	1
是没有问题的。	1
哈哈，总结下，我之所以买这台相机，就是因为他的这些优点。	1
最意外，最惊喜，特别重要的一个视频。	1
什么相机都没有，惊呆了，这台200块出来照片效果让我觉得很满意，非常非常的满意。	1
佳能入门单反的你不能期望太多，另外一个是它也不支持做一个单反，佳能单反来说，它也不支持USB充电，所以没有办法。	1
没有机身防抖那是一个相对来说比较大的问题，那我们已经基本上我个人的已经被机身防抖宠坏了。	1
说完了这些缺点以后呢，感觉说的很重的缺点就是缺点。	0
其实我对他的表现感觉到非常非常的震惊，而且非常非常满意。	1
自动对焦呢，我觉得表现非常好，非常好，而且呢，虽然他没有事可以，但是他的1080p。	1
我很低的成本就买到一条几乎完美的相机。	1
其实它的性价比真的非常非常高。	1
其实他的表现还是相当不错的，画质当然没有像5d4或者164281080新浪了。	1
完全放在这台相机上使用，那里可以，其实你可以有无限的可能性。	1
嗯可有性价比非常高的选择上这个10到18。	1
这个镜头又带有防抖又想见的，所以就是性价比非常非常高呢，这样的镜头才两千块不到的价格。	1
但我觉得它的性价比真的实在是太高了，最后能再说一下他的其他优点，谈。	1
有wifi的功能，其实我试用了一下，觉得非常非常的方便，而且你可以用手机遥控拍摄。	1
嗯，基本上这台相机可以说是到处都是优点，那这个优点基本上我就。	1
对我个人来说非常非常的理想。	1
嗯，我觉得绝对可以满足绝大部分人。	1
谁叫你两百？你对我来说呢？	1
听上去蛮酷的，因为如果15年以后。	1
很直观的可以告诉你一个功能是怎样的解释，所以我会觉得这还想听，简直是对。	1
初学者来说是太完美了。	1
所以我们要严肃一点，啊。我其实个人不太享受拍这类视频，感觉。	0
过程会不太愉快，但是又考虑到一直大家种草，没有给大家拔草的话，很对不起大家的钱包对吧。	0
踩到的雷品。	0
第一个想给大家说的这个产品，啊，真的是奇葩中的奇葩。其实大家了解我的话应该知道我其实对产品还算是比较宽容比较温和的。	0
过于苛刻去要求一个产品。	0
很多时候我遇到不喜欢的话我会觉得。	0
非常容易搓泥。	0
所以这个产品呢，不管你是在白天用还是晚上用都觉得很奇怪，因为它有珠光啊。	0
就怪怪的，白天用它就会搓泥，根本就没办法。	0
去上妆，所以真的再也不想用了。	0
让我挺生气的。	0
广告做的有点太过是一个很噱头的。	1
我不太喜欢这个东西。	0
虽然它的包装比恒光的好。	1
专业的化妆师，或者是专业的博主会很喜欢这类产品。	1
反正我把它涂在这个地方呢，我感觉我的纹理全部被它给放大了，特别特别显毛孔。	0
没有一次让我满意。	0
特别特别难看，很不均匀，并且我觉得它上妆特别费事儿，你知道吗，它还不是粉饼可以让你一下子很均匀的取到。	0
我很喜欢这个设计啊，可是？	1
不省心它涂。	0
不如我们国产的火烈鸟的那个极细的眉笔。	0
这支却是我的雷品。	0
它喜欢不起来。	0
失去了对它的兴趣。	0
真的是喜欢不了啊。	1
还挺好看的。	1
我实在是把它刷不匀。	0
哎哟，录这种视频我好累，我心好。	0
痛啊。	0
超级的粗糙。	0
三个是完全不能让我满。	0
但是好奇怪。	0
这几个都是超级显色，你看。	1
太鲜艳。	1
它是有提亮的效果，你看。	1
但是它的妆呢，好重，它的。	0
难道真的有人喜欢这种颜色。	0
啊，beautiful。	1
确实是很性感。	1
显得牙还很黄呢，瞬间就是脱欧入非的感觉。	0
这颜色是相当雷了对吧。	0
不要买颜色过浅的口红。	0
特别的顺，特别特别的滑，等等等等。	1
但是我用完了，只有一种感觉，就是它会让我的。	0
整个头它是那种蹋蹋的感觉，完全没有蓬松感。	1
但由于它还是蛮贵的。	0
额，一套潘婷，现在我觉得我头发比我以前真的好看太多，然后是那种蓬松的质感，所以说我不是说很建议头发容易出油的同学来买这个。	1
唯一让我觉得很讨厌它，也就是它的味道，它的味道是那种特别劣质的化学的味道。	0
这个味道就是又臭又有点香的里面，就让它更难闻，所以说。	0
哦，太可怕了。	0
就是我上班时候的一直能闻到我头发散发出的这种难闻的味道，我简直是完全受不了。	0
所以这个产品我是一点都不推荐的，因为我觉得它的味道实在是太难闻了。	0
这个我已经用完了，它已经是空瓶，但是我绝对不会再回购它。	0
使用感让我感觉很难受。	0
每天早上用这个，就会让我的皮肤更加的油腻，然后又再上一些什么moisturizer之类的，我就觉得整个。	0
不是特别好，所以我不会再回购它。	0
这个gel我觉得就完全没有必要买，因为我觉得它的替代品有很多，因为它。	0
然后就算我之前推荐的bleaf家的alpha	1
8毫升，所以我完全不会，根本就不会想买它的正装。	0
但是我真的不想再用了，因为。	0
每次我用它，就会爆痘。	0
只要我在用它，我就会爆痘，所以说。	0
不适合这种油性的。	0
所以如果你是混油皮和油皮的话，我真的不是很建议大家使用这个。	0
另外那个玫瑰的那个面霜我觉得还可以。	1
但是相信我，它真是一点卵用都没有，什么用都没有，我真的不知道我买它干什么。	0
不持久，就是你刚。	0
难用的眼影盘，一个是pixie的这个。	0
那么你们可能就会说我买这个颜色不太适合我，我知道这个颜色不太适合我。	0
不显色。	0
大家如果看到它，千万不要被它的外表所迷惑。	0
真的不显色，放在眼睛上画不出来什么的好看的眼妆，所以大家千万不要买。	0
搭配起来，就是它的粉质其实没有任何问题，非常的顺滑。	1
异常的后悔，当然它家的粉质确实还不错，如果你看到别的配色可以去买。	0
这个真的是，我觉得是不适合，至少不适合黄皮。	0
但是我不会再买它这个系列了，因为它实在是太干了。	0
涂在嘴上很困难那种，有点像我之前给大家分享过非常不喜欢的那个。	0
它比那个要好。	1
但是它同时真的很难涂。	0
太难涂了，所以我觉得我不会回购这个产品。	0
这些产品就是属于我用过以后，真的不是很喜欢。	0
而且这一点我觉得还不是最致命的，还可以忍受，最致命的是它有假滑的问题。	0
就是结束以后呢你还是摸到脸上感觉滑滑的，还是感觉没有洗干净，我个人是特别讨厌洗完脸之后有这种假滑的感觉，就总感觉没洗干净。	0
接下来要说的这个产品呢，是一个遮瑕类的产品，我觉得这个产品拿出来也是一个争议性很强的产品。	0
润很多，更适合干皮，更滋润些，所以一时声名大噪，但是我用它我感觉它的润。	0
因为它很油，所以你推开之后更像是一个比较厚重的底妆，而不像一个遮瑕类的产品，就比如说我的黑眼圈，我用它遮2到3遍。	0
都遮不掉五成。	0
就是一半都遮不到，在叠加两到三遍的情况下一半都遮不到，我真的对它的遮瑕能力特别的不满意，再加上它的质地，我又不喜欢。	0
所以这个对我来说也是一个雷品。	0
这个眼线液笔真的让我很失望，而且我身边也有朋友买了这个眼线液笔，跟我的感受是一模一样的，证明我应该不是一个个例，它最致命的问题是。	0
很难把它完完整整的画在眼睛上，它出水不流畅，就是它会断断续续的出水。	0
被它都戳哭了，都戳到流眼泪，都没有把眼线画完整。	0
从那之后我就再也没有用过了，那其实我再买这支笔之前，我朋友就有买，她也是有这样的问题，但我当时就觉得可能是就是。	0
没有kissme显得眼睛有神。	0
简直没有办法忍。	0
就是那种小星星的感觉非常的强烈，我曾经有两次。	0
然后结果我的朋友就在阳光底下，就站在，就我站在阳光底下的时候，这种效果是尤为的强烈，就是站在阳光下，那我的朋友马上就反应过来，说，咦你是眼影掉在脸上了吗，为什么你的脸上全是那种。	0
这个东西真的是不好用，对我而言至少是不好用的，因为我不喜欢高光里面能看到那种一颗一颗和小星星一样的东西，显得皮肤很没有质感，我比较喜欢的高光是那种。	0
类似于水光或者是绸缎光的那种光泽肌，我觉得才比较高级的，有光泽，像这种。	1
带有明显大颗粒的光泽感，我觉得。	0
反正我个人感觉呢，就是很廉价的一种感觉，就把你整个妆面的感觉都拉低了，所以我特别的不喜欢。	0
但是在这里我还是要说明一下，它的腮红和阴影还是不错用的，虽然没有说特别的好用吧，但是以它的价格来讲，这个阴影色还是很好用的，我经常会用它来打造鼻影。	1
就是用的这个盘子，我最近很喜欢用，那我有。	1
这件事情简直就是一个讽刺的事情，因为眼影打底膏本来不就是帮助我们把。	0
这个眼影让它更不容易积线，更能够牢固的锁在那里吧，但是这个眼影膏我感觉它就是来捣乱的。	0
就明明，我这个人双眼皮不是很容易眼影积线的，但是用了它之后反而积线了，那我第一次出现这种状况的时候呢，我还以为。	0
我觉得这个东西也不是很好用，当然好在它价格不是很贵啦，就买了它之后也没有太后悔，就当是。	1
那我当时也是慕名而来，因为网上很多人说它能过够缓解视疲劳啊，缓解你。	0
这个滴上都是很好的一个缓解。	1
辣到一直流眼泪。	1
就是从滴完它之后的十分钟甚至20分钟，我就是一直止不住的流眼泪，就是被它感觉是被它的那种辣劲儿给熏的，就是一直在流眼泪。	0
我的眼泪一直在飙，然后把我的卧蚕啊底妆啊什么的都冲毁了，当时我还在外面。	0
这是一个不想回忆的一个事情，然后后来呢我就把这个眼药水给我男朋友用，但我男朋友也说只是感觉到辣，然后。	0
我脸怎么还是一样，完全没有没有变，就是它的遮瑕力呢，完全是0，0，就是它叫天生美肌是因为它说哦你擦了以后。	0
那既然有它和没有它都一样，那为什么还要花钱买这个粉底。	0
雷到。	0
这是我今年用到最雷的产品，可是它们家还有一个超好用的粉底。	1
这两只长得有一点像，可是这一支是好用到翻天，可是这一支就是。	0
不要用这个。	0
大雷。	0
感觉这个颜色很实用，很适合拿来修容，而且包装那么可爱还那么便宜，我就买了。	1
所以就会这样，就是有一条，就是有一条很明显的修容线在那。	0
嗯，我讲这话非常的怕会被永远封杀，加入黑名单。	0
这个眼影呢是我一直留下来的，因为它真的好用。	1
然后接下来第三个，我觉得非常难用的年度雷品呢。	0
太雷了。	0
非常好看，可是又很花心的小鲜肉。	1
丢也舍不得丢，因为它太美了，你舍不得把它甩掉。	1
这个专柜的我觉得非常难用的东西，是。	1
就是，你差不多刷了半小时，你就会发现你的眼下是黑黑一圈。	0
千万不要买它们家的。	0
少女。	0
让我对它家蜜粉非常失望。	0
